[QUOTE_DATE],[UNDERLYING_LAST],[EXPIRE_DATE],[DTE],[C_DELTA],[C_GAMMA],[C_VEGA],[C_THETA],[C_RHO],[C_IV],[C_VOLUME],[C_BID],[C_ASK],[STRIKE]
2010-07-01,1027.020000,2010-07-01,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,175.000000,178.900000,850.000000
2010-07-01,1027.020000,2010-07-01,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,150.000000,153.900000,875.000000
2010-07-01,1027.020000,2010-07-01,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,125.000000,128.900000,900.000000
2010-07-01,1027.020000,2010-07-01,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,100.000000,103.900000,925.000000
2010-07-01,1027.020000,2010-07-01,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,75.000000,78.890000,950.000000
2010-07-01,1027.020000,2010-07-01,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,4.000000,49.890000,53.800000,975.000000
2010-07-01,1027.020000,2010-07-01,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,35.000000,25.490000,29.400000,1000.000000
2010-07-01,1027.020000,2010-07-01,0.000000,0.637710,0.039040,0.184630,-1.630520,0.009200,0.245350,,6.010000,7.700000,1025.000000
2010-07-01,1027.020000,2010-07-01,0.000000,0.031960,0.005910,0.038820,-0.150440,0.001340,0.225340,,0.100000,0.200000,1050.000000
2010-07-01,1027.020000,2010-07-01,0.000000,0.004930,0.000770,0.007670,-0.025110,0.000550,0.331710,,0.000000,0.050000,1075.000000
2010-07-01,1027.020000,2010-07-01,0.000000,0.003060,0.000370,0.005220,-0.025090,-0.000040,0.478730,22.000000,0.000000,0.040000,1100.000000
2010-07-01,1027.020000,2010-07-01,0.000000,0.002950,0.000250,0.004010,-0.024560,-0.000300,0.616020,32.000000,0.000000,0.050000,1125.000000
2010-07-01,1027.020000,2010-07-01,0.000000,0.002110,0.000200,0.003770,-0.025080,0.000250,0.750610,2.000000,0.000000,0.040000,1150.000000
2010-07-01,1027.020000,2010-07-01,0.000000,0.001730,0.000090,0.003150,-0.024670,0.000260,0.878420,0.000000,0.000000,0.060000,1175.000000
2010-07-01,1027.020000,2010-07-08,7.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,174.400000,178.300000,850.000000
2010-07-01,1027.020000,2010-07-08,7.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,149.800000,153.710000,875.000000
2010-07-01,1027.020000,2010-07-08,7.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,125.000000,128.900000,900.000000
2010-07-01,1027.020000,2010-07-08,7.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,100.500000,104.400000,925.000000
2010-07-01,1027.020000,2010-07-08,7.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,76.110000,79.990000,950.000000
2010-07-01,1027.020000,2010-07-08,7.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,53.200000,57.100000,975.000000
2010-07-01,1027.020000,2010-07-08,7.000000,0.768170,0.007830,0.459960,-0.662480,0.128640,0.277270,1.000000,32.710000,36.590000,1000.000000
2010-07-01,1027.020000,2010-07-08,7.000000,0.542990,0.010070,0.602660,-0.898290,0.108760,0.262240,525.000000,16.110000,19.200000,1025.000000
2010-07-01,1027.020000,2010-07-08,7.000000,0.284500,0.009310,0.516650,-0.725410,0.061140,0.239860,277.000000,5.400000,7.290000,1050.000000
2010-07-01,1027.020000,2010-07-08,7.000000,0.095750,0.004900,0.259060,-0.336710,0.021260,0.226840,824.000000,1.390000,1.650000,1075.000000
2010-07-01,1027.020000,2010-07-08,7.000000,0.015440,0.001260,0.060540,-0.066030,0.003440,0.210090,96.000000,0.050000,0.310000,1100.000000
2010-07-01,1027.020000,2010-07-08,7.000000,0.010720,0.000690,0.044610,-0.061460,0.002330,0.263010,274.000000,0.100000,0.200000,1125.000000
2010-07-01,1027.020000,2010-07-08,7.000000,0.004190,0.000300,0.018160,-0.024600,0.001020,0.281630,,0.000000,0.100000,1150.000000
2010-07-01,1027.020000,2010-07-08,7.000000,0.001730,0.000110,0.008850,-0.013130,0.000230,0.308380,79.000000,0.000000,0.050000,1175.000000
2010-07-01,1027.020000,2010-07-15,14.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,475.000000,524.400000,528.300000,500.000000
2010-07-01,1027.020000,2010-07-15,14.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,499.400000,503.300000,525.000000
2010-07-01,1027.020000,2010-07-15,14.000000,1.000000,0.000000,0.000000,0.000000,0.000000,,,474.400000,478.290000,550.000000
